,Title,Location,Company,Salary,Describtion,Requirements,Rating
8785,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Jr. Software Developer will write software in Java, Python or preferred assembly language.The Jr. software developer will be introduced into the SDLC (…",NaN,3.4
8786,ITS DevOps Engineer Intern (4920),"Oakland, CA 94607 (Acorn-Acorn Industrial area)",University of California Office of the President,$20 an hour,Appointment Type: Staff - Casual Restricted.The junior DevOps engineer (JDE) intern will learn the best practices of infrastructure as code by creating…,NaN,4.1
8787,AI Engineering Intern,"San Francisco Bay Area, CA",DeepMotion,NaN,"The ideal candidates are deeply passionate about, and have hands-on experience in: computer vision, machine learning, physics simulation, or body and hand…",NaN,NaN
8788,Website Development Intern,"Michigan City, IN 46360","SERA Solutions, LLC",$8 - $10 an hour,"This position will drive engagement, awareness, and retention through effective development for channels such as internal software projects and client websites.",High school or equivalent,NaN
8789,Machine Learning Software Engineering Intern,"San Jose, CA",Cadence Design Systems,NaN,"With its MMSIM platform, Cadence is the market leader in providing circuit simulation tools to thousands of customers, for analog simulation during design and…",NaN,4.1
8790,Scrum Master Summer Intern,"South Portland, ME 04106",WEX Inc.,NaN,The WEX Technology Co-Op Internship offers a 4 to 24 months experience for students looking for work experience with the flexibility to attend school throughout…,NaN,3.5
8791,Software - Infotainment UI Engineering Internship (Fall 2020...,"Palo Alto, CA",Tesla,NaN,We are looking for a highly motivated software engineering intern to specialize in front-end software development and create exceptional user experiences.,NaN,3.5
8792,Part-Time Computer Engineering Intern (paid),"Huntsville, AL 35801",Canvas Inc.,NaN,Canvas is seeking a part-time Computer Engineering Intern to join our Innovation Lab.This position will be supporting our technical lead in developing and…,NaN,NaN
8793,Web Development Intern,"San Diego, CA 92110 (Old Town area)",Power Digital Marketing,NaN,"Compensation: College credit [MUST be enrolled in college course].Desired Fields of Study: Computer Science, Graphic Design, Art, Business.",NaN,3.5
8794,DevOps Intern- Adaptive Systems Team,"Rome, NY","Assured Information Security, Inc. (AIS)",NaN,AIS is seeking a DevOps Intern to assist the Adaptive Systems Team (AST) with supporting and maintaining a development network across multiple geographic sites.,NaN,4.9
8795,Automation Test Engineer (3 month intern),"Reston, VA 20191 (South Lakes Dr - Soapstone Dr area)",Transaction Network Services,NaN,TNS is looking for Engineering Interns.This confidential project is a large undertaking with executive visibility that will serve tens of millions of mobile…,NaN,3.3
8796,"Fullstack Software Developer Intern (JavaScript, Swift)",NaN,GoGoody Inc,$15 - $25 an hour,B.S. or M.S. in computer science or related fields;Very strong in JavaScript or Swift (at least 4 years' in-school or industry programming experience required)…,JavaScript: 2 years,NaN
8797,Software Engineer - Internship,NaN,United Health - College,NaN,You’ll need to work in a disciplined approach to software and processes that helps us protect the health care data of millions of patients.,NaN,3.7
8798,2020 Software Engineer Intern,NaN,Bloomberg,NaN,"Engineering interns take ownership of their projects under the mentorship of full-time software engineers.In addition to your projects, you'll participate in…",NaN,3.9
8799,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Engineering – Computer Science, Software Development, Coding, Programming.It’s a full-time, 10-week commitment from May 27, 2020 through July 31, 2020.",NaN,3.4
8800,Software Development Intern,NaN,Property Matrix,"$35,000 a year","We offer highly competitive salaries, commission, bonus programs, fully paid benefits, 401k, paid vacation and unparalleled growth and development opportunities…",NaN,NaN
8801,General Employment,"Victor, NY 14564",Progressive Machine & Design,NaN,"As a provider of World Class manufacturing systems, Progressive Machine and Design, LLC (PMD) counts many Fortune 500 companies as automation partners. Depth…",NaN,3.8
8802,Software Engineer,"Santa Clara, CA 95051",CommScope,NaN,Designing and implementing software features for various video services/products.Investigating new tools and technologies to incorporate into software…,NaN,3.8
8803,Research Engineer Internship,"Beavercreek, OH 45430","Matrix Research, Inc.",NaN,"Our programs span basic research through low-rate production of advanced sensing systems, subsystems, and components.Digital signal and image processing.",NaN,NaN
8804,Software Technician Apprenticeship,"Chicago, IL",Motorola Solutions,NaN,"Desire to follow and improve a defined software development and test process.Working knowledge of Java, C, C++, and UNIX/Linux or - Windows software…",NaN,4.1
8805,Intern Technical Software Engineer,"Colorado Springs, CO","Davidson Technologies, Inc.",NaN,Position requires an intern in a software engineering discipline to support the modeling and simulation of missile defense systems.,NaN,4.5
8806,(Intern) R&D Applications,"Waltham, MA 02451","Alkermes, Inc.",NaN,Assist in the design and development of custom data solutions for a variety of software systems.The internship or co-op role within the Alkermes Research &…,NaN,3.9
8807,Software Development Intern - Public Safety,"Troy, MI 48098","Tyler Technologies, Inc.",NaN,"Passion for software development, technology and learning.Work on a 12-week software development project with a team of interns.",NaN,3.6
8808,Intern,"San Diego, CA",Tetra Tech,NaN,Create engineering drawings using REVIT and AutoCAD software.The program comprises a range of core competencies and recommended training and we work with you…,NaN,3.8
8809,Software Developer,"Sarasota, FL 34233 (Bee Ridge area)",Codeware Inc,NaN,Applies the latest programming concepts and tools to further develop Codeware’s internal systems and software products.Testing: One of [Jest | Mocha | etc].,NaN,3.8
8810,WebDev Intern,"Tucson, AZ",Hivemetric,NaN,"Work with Hivemetric Engineers and Product Managers in building new modules or improving the supporting architecture for the Hivemetric application, website,…",NaN,NaN
8811,Mac Software Engineer,NaN,TechSmith Corporation,NaN,"Commercial software development experience, especially with multimedia products.Strong understanding of computer science fundamentals and software engineering…",NaN,4.4
8812,Software Engineer - Internship,NaN,United Health - College,NaN,You’ll need to work in a disciplined approach to software and processes that helps us protect the health care data of millions of patients.,NaN,3.7
8813,2020 Software Engineer Intern,NaN,Bloomberg,NaN,"Engineering interns take ownership of their projects under the mentorship of full-time software engineers.In addition to your projects, you'll participate in…",NaN,3.9
8814,DevOps Engineer (Intern/Fulltime),NaN,Turing Video,NaN,"Software development: 1 year (Preferred).Located in the heart of Silicon Valley, Turing Video develops state-of-the-art deep learning, edge computing and self…",NaN,NaN
8815,2020 Summer Intern: Jr. Software Developer,NaN,SPECTRUM,NaN,"Jr. Software Developer will write software in Java, Python or preferred assembly language.The Jr. software developer will be introduced into the SDLC (…",NaN,3.4
8816,Software Development Intern,NaN,Property Matrix,"$35,000 a year",Suggest viable solutions to resolve issues with existing software.Implement new features to existing software according to specifications.,NaN,NaN
8817,Data Analyst Intern,"Dallas, TX 75226 (Northeast Dallas area)",ParkHub,NaN,Candidates should be available to work 20 hours per week in our Deep Ellum office (hours flexible).Partial work-from-home hours are negotiable.,NaN,NaN
8818,"Intern — Guidance, Navigation, and Control (Fall 2020: Aug -...","San Francisco, CA 94107 (South Beach area)",Astranis,NaN,"Demonstrated ability to personally design, build, and test hardware and/or software from scratch.Work with the Guidance, Navigation, and Control team to design…",NaN,NaN
8819,Data Engineering Intern,"Miami, FL 33157",Assurant,NaN,The Data Engineering team provides an excellent learning environment for interns.Data Engineering interns will work on real assignments and build skills that…,NaN,3.5
8820,Internship in Quantum Control Software Engineering,"Malibu, CA 90265","HRL Laboratories, LLC",NaN,"Development of object oriented software, web applications, and data visualization.Work with a team of scientists and engineers to improve our quantum…",NaN,3.4
8821,IT Helpdesk Intern,"Ayer, MA 01432",American Superconductor Corporation,NaN,"PC troubleshooting, hardware and software.Computer setup, including hardware and software.Ability to setup PC hardware and software.",NaN,3.3
8822,2020 Summer Intern: Jr. Software Developer,"Greenwood Village, CO",Spectrum,NaN,"Jr. Software Developer will write software in Java, Python or preferred assembly language.The Jr. software developer will be introduced into the SDLC (…",NaN,3.4
8823,IT Security Application Development Intern,"Windsor, CT 06095",Voya Financial,NaN,"Corporate Systems, Quality & Vendor Management.Pursuing an undergraduate or graduate degree in Computer Science, Information Technology, Cybersecurity or…",NaN,3.4
8824,Intern Technical Software Engineer,"Colorado Springs, CO","Davidson Technologies, Inc.",NaN,Position requires an intern in a software engineering discipline to support the modeling and simulation of missile defense systems.,NaN,4.5
